2015-04-30 00:06:11,917 [INFO ] org.springframework.web.context.ContextLoader  - Root WebApplicationContext: initialization started
2015-04-30 00:06:13,495 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.EmpStu [UPGRADE_NOWAIT]: select empstu0_.id as id2_0_, empstu0_.audit_date as audit2_2_0_, empstu0_.employer_id as employer3_2_0_, empstu0_.status as status2_0_, empstu0_.student_id as student5_2_0_ from t_employer_students empstu0_ where empstu0_.id=? for update
2015-04-30 00:06:13,495 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.EmpStu [FORCE]: select empstu0_.id as id2_0_, empstu0_.audit_date as audit2_2_0_, empstu0_.employer_id as employer3_2_0_, empstu0_.status as status2_0_, empstu0_.student_id as student5_2_0_ from t_employer_students empstu0_ where empstu0_.id=? for update
2015-04-30 00:06:13,495 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.EmpStu [PESSIMISTIC_READ]: select empstu0_.id as id2_0_, empstu0_.audit_date as audit2_2_0_, empstu0_.employer_id as employer3_2_0_, empstu0_.status as status2_0_, empstu0_.student_id as student5_2_0_ from t_employer_students empstu0_ where empstu0_.id=? lock in share mode
2015-04-30 00:06:13,495 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.EmpStu [PESSIMISTIC_WRITE]: select empstu0_.id as id2_0_, empstu0_.audit_date as audit2_2_0_, empstu0_.employer_id as employer3_2_0_, empstu0_.status as status2_0_, empstu0_.student_id as student5_2_0_ from t_employer_students empstu0_ where empstu0_.id=? for update
2015-04-30 00:06:13,495 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.EmpStu [PESSIMISTIC_FORCE_INCREMENT]: select empstu0_.id as id2_0_, empstu0_.audit_date as audit2_2_0_, empstu0_.employer_id as employer3_2_0_, empstu0_.status as status2_0_, empstu0_.student_id as student5_2_0_ from t_employer_students empstu0_ where empstu0_.id=? for update
2015-04-30 00:06:13,496 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for action ACTION_MERGE on entity com.heike.domain.pojo.EmpStu: select empstu0_.id as id2_0_, empstu0_.audit_date as audit2_2_0_, empstu0_.employer_id as employer3_2_0_, empstu0_.status as status2_0_, empstu0_.student_id as student5_2_0_ from t_employer_students empstu0_ where empstu0_.id=?
2015-04-30 00:06:13,496 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for action ACTION_REFRESH on entity com.heike.domain.pojo.EmpStu: select empstu0_.id as id2_0_, empstu0_.audit_date as audit2_2_0_, empstu0_.employer_id as employer3_2_0_, empstu0_.status as status2_0_, empstu0_.student_id as student5_2_0_ from t_employer_students empstu0_ where empstu0_.id=?
2015-04-30 00:06:13,496 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Employer [NONE]: select employer0_.id as id1_0_, employer0_.account as account1_0_, employer0_.authority as authority1_0_, employer0_.mobile as mobile1_0_, employer0_.name as name1_0_, employer0_.postNum as postNum1_0_, employer0_.pwd as pwd1_0_, employer0_.regDate as regDate1_0_, employer0_.remarks as remarks1_0_, employer0_.status as status1_0_, employer0_.teacher as teacher1_0_, employer0_.totalMoney as totalMoney1_0_ from t_employers employer0_ where employer0_.id=?
2015-04-30 00:06:13,496 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Employer [READ]: select employer0_.id as id1_0_, employer0_.account as account1_0_, employer0_.authority as authority1_0_, employer0_.mobile as mobile1_0_, employer0_.name as name1_0_, employer0_.postNum as postNum1_0_, employer0_.pwd as pwd1_0_, employer0_.regDate as regDate1_0_, employer0_.remarks as remarks1_0_, employer0_.status as status1_0_, employer0_.teacher as teacher1_0_, employer0_.totalMoney as totalMoney1_0_ from t_employers employer0_ where employer0_.id=?
2015-04-30 00:06:13,496 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Employer [UPGRADE]: select employer0_.id as id1_0_, employer0_.account as account1_0_, employer0_.authority as authority1_0_, employer0_.mobile as mobile1_0_, employer0_.name as name1_0_, employer0_.postNum as postNum1_0_, employer0_.pwd as pwd1_0_, employer0_.regDate as regDate1_0_, employer0_.remarks as remarks1_0_, employer0_.status as status1_0_, employer0_.teacher as teacher1_0_, employer0_.totalMoney as totalMoney1_0_ from t_employers employer0_ where employer0_.id=? for update
2015-04-30 00:06:13,496 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Employer [UPGRADE_NOWAIT]: select employer0_.id as id1_0_, employer0_.account as account1_0_, employer0_.authority as authority1_0_, employer0_.mobile as mobile1_0_, employer0_.name as name1_0_, employer0_.postNum as postNum1_0_, employer0_.pwd as pwd1_0_, employer0_.regDate as regDate1_0_, employer0_.remarks as remarks1_0_, employer0_.status as status1_0_, employer0_.teacher as teacher1_0_, employer0_.totalMoney as totalMoney1_0_ from t_employers employer0_ where employer0_.id=? for update
2015-04-30 00:06:13,496 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Employer [FORCE]: select employer0_.id as id1_0_, employer0_.account as account1_0_, employer0_.authority as authority1_0_, employer0_.mobile as mobile1_0_, employer0_.name as name1_0_, employer0_.postNum as postNum1_0_, employer0_.pwd as pwd1_0_, employer0_.regDate as regDate1_0_, employer0_.remarks as remarks1_0_, employer0_.status as status1_0_, employer0_.teacher as teacher1_0_, employer0_.totalMoney as totalMoney1_0_ from t_employers employer0_ where employer0_.id=? for update
2015-04-30 00:06:13,497 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Employer [PESSIMISTIC_READ]: select employer0_.id as id1_0_, employer0_.account as account1_0_, employer0_.authority as authority1_0_, employer0_.mobile as mobile1_0_, employer0_.name as name1_0_, employer0_.postNum as postNum1_0_, employer0_.pwd as pwd1_0_, employer0_.regDate as regDate1_0_, employer0_.remarks as remarks1_0_, employer0_.status as status1_0_, employer0_.teacher as teacher1_0_, employer0_.totalMoney as totalMoney1_0_ from t_employers employer0_ where employer0_.id=? lock in share mode
2015-04-30 00:06:13,497 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Employer [PESSIMISTIC_WRITE]: select employer0_.id as id1_0_, employer0_.account as account1_0_, employer0_.authority as authority1_0_, employer0_.mobile as mobile1_0_, employer0_.name as name1_0_, employer0_.postNum as postNum1_0_, employer0_.pwd as pwd1_0_, employer0_.regDate as regDate1_0_, employer0_.remarks as remarks1_0_, employer0_.status as status1_0_, employer0_.teacher as teacher1_0_, employer0_.totalMoney as totalMoney1_0_ from t_employers employer0_ where employer0_.id=? for update
2015-04-30 00:06:13,497 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Employer [PESSIMISTIC_FORCE_INCREMENT]: select employer0_.id as id1_0_, employer0_.account as account1_0_, employer0_.authority as authority1_0_, employer0_.mobile as mobile1_0_, employer0_.name as name1_0_, employer0_.postNum as postNum1_0_, employer0_.pwd as pwd1_0_, employer0_.regDate as regDate1_0_, employer0_.remarks as remarks1_0_, employer0_.status as status1_0_, employer0_.teacher as teacher1_0_, employer0_.totalMoney as totalMoney1_0_ from t_employers employer0_ where employer0_.id=? for update
2015-04-30 00:06:13,497 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for action ACTION_MERGE on entity com.heike.domain.pojo.Employer: select employer0_.id as id1_0_, employer0_.account as account1_0_, employer0_.authority as authority1_0_, employer0_.mobile as mobile1_0_, employer0_.name as name1_0_, employer0_.postNum as postNum1_0_, employer0_.pwd as pwd1_0_, employer0_.regDate as regDate1_0_, employer0_.remarks as remarks1_0_, employer0_.status as status1_0_, employer0_.teacher as teacher1_0_, employer0_.totalMoney as totalMoney1_0_ from t_employers employer0_ where employer0_.id=?
2015-04-30 00:06:13,497 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for action ACTION_REFRESH on entity com.heike.domain.pojo.Employer: select employer0_.id as id1_0_, employer0_.account as account1_0_, employer0_.authority as authority1_0_, employer0_.mobile as mobile1_0_, employer0_.name as name1_0_, employer0_.postNum as postNum1_0_, employer0_.pwd as pwd1_0_, employer0_.regDate as regDate1_0_, employer0_.remarks as remarks1_0_, employer0_.status as status1_0_, employer0_.teacher as teacher1_0_, employer0_.totalMoney as totalMoney1_0_ from t_employers employer0_ where employer0_.id=?
2015-04-30 00:06:13,497 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Student [NONE]: select student0_.id as id6_0_, student0_.collegeId as collegeId6_0_, student0_.email as email6_0_, student0_.gender as gender6_0_, student0_.introduce as introduce6_0_, student0_.mobile as mobile6_0_, student0_.name as name6_0_, student0_.num as num6_0_, student0_.professionId as professi9_6_0_, student0_.pwd as pwd6_0_, student0_.regTime as regTime6_0_, student0_.status as status6_0_ from t_students student0_ where student0_.id=?
2015-04-30 00:06:13,498 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Student [READ]: select student0_.id as id6_0_, student0_.collegeId as collegeId6_0_, student0_.email as email6_0_, student0_.gender as gender6_0_, student0_.introduce as introduce6_0_, student0_.mobile as mobile6_0_, student0_.name as name6_0_, student0_.num as num6_0_, student0_.professionId as professi9_6_0_, student0_.pwd as pwd6_0_, student0_.regTime as regTime6_0_, student0_.status as status6_0_ from t_students student0_ where student0_.id=?
2015-04-30 00:06:13,498 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Student [UPGRADE]: select student0_.id as id6_0_, student0_.collegeId as collegeId6_0_, student0_.email as email6_0_, student0_.gender as gender6_0_, student0_.introduce as introduce6_0_, student0_.mobile as mobile6_0_, student0_.name as name6_0_, student0_.num as num6_0_, student0_.professionId as professi9_6_0_, student0_.pwd as pwd6_0_, student0_.regTime as regTime6_0_, student0_.status as status6_0_ from t_students student0_ where student0_.id=? for update
2015-04-30 00:06:13,498 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Student [UPGRADE_NOWAIT]: select student0_.id as id6_0_, student0_.collegeId as collegeId6_0_, student0_.email as email6_0_, student0_.gender as gender6_0_, student0_.introduce as introduce6_0_, student0_.mobile as mobile6_0_, student0_.name as name6_0_, student0_.num as num6_0_, student0_.professionId as professi9_6_0_, student0_.pwd as pwd6_0_, student0_.regTime as regTime6_0_, student0_.status as status6_0_ from t_students student0_ where student0_.id=? for update
2015-04-30 00:06:13,498 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Student [FORCE]: select student0_.id as id6_0_, student0_.collegeId as collegeId6_0_, student0_.email as email6_0_, student0_.gender as gender6_0_, student0_.introduce as introduce6_0_, student0_.mobile as mobile6_0_, student0_.name as name6_0_, student0_.num as num6_0_, student0_.professionId as professi9_6_0_, student0_.pwd as pwd6_0_, student0_.regTime as regTime6_0_, student0_.status as status6_0_ from t_students student0_ where student0_.id=? for update
2015-04-30 00:06:13,498 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Student [PESSIMISTIC_READ]: select student0_.id as id6_0_, student0_.collegeId as collegeId6_0_, student0_.email as email6_0_, student0_.gender as gender6_0_, student0_.introduce as introduce6_0_, student0_.mobile as mobile6_0_, student0_.name as name6_0_, student0_.num as num6_0_, student0_.professionId as professi9_6_0_, student0_.pwd as pwd6_0_, student0_.regTime as regTime6_0_, student0_.status as status6_0_ from t_students student0_ where student0_.id=? lock in share mode
2015-04-30 00:06:13,498 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Student [PESSIMISTIC_WRITE]: select student0_.id as id6_0_, student0_.collegeId as collegeId6_0_, student0_.email as email6_0_, student0_.gender as gender6_0_, student0_.introduce as introduce6_0_, student0_.mobile as mobile6_0_, student0_.name as name6_0_, student0_.num as num6_0_, student0_.professionId as professi9_6_0_, student0_.pwd as pwd6_0_, student0_.regTime as regTime6_0_, student0_.status as status6_0_ from t_students student0_ where student0_.id=? for update
2015-04-30 00:06:13,498 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Student [PESSIMISTIC_FORCE_INCREMENT]: select student0_.id as id6_0_, student0_.collegeId as collegeId6_0_, student0_.email as email6_0_, student0_.gender as gender6_0_, student0_.introduce as introduce6_0_, student0_.mobile as mobile6_0_, student0_.name as name6_0_, student0_.num as num6_0_, student0_.professionId as professi9_6_0_, student0_.pwd as pwd6_0_, student0_.regTime as regTime6_0_, student0_.status as status6_0_ from t_students student0_ where student0_.id=? for update
2015-04-30 00:06:13,499 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for action ACTION_MERGE on entity com.heike.domain.pojo.Student: select student0_.id as id6_0_, student0_.collegeId as collegeId6_0_, student0_.email as email6_0_, student0_.gender as gender6_0_, student0_.introduce as introduce6_0_, student0_.mobile as mobile6_0_, student0_.name as name6_0_, student0_.num as num6_0_, student0_.professionId as professi9_6_0_, student0_.pwd as pwd6_0_, student0_.regTime as regTime6_0_, student0_.status as status6_0_ from t_students student0_ where student0_.id=?
2015-04-30 00:06:13,499 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for action ACTION_REFRESH on entity com.heike.domain.pojo.Student: select student0_.id as id6_0_, student0_.collegeId as collegeId6_0_, student0_.email as email6_0_, student0_.gender as gender6_0_, student0_.introduce as introduce6_0_, student0_.mobile as mobile6_0_, student0_.name as name6_0_, student0_.num as num6_0_, student0_.professionId as professi9_6_0_, student0_.pwd as pwd6_0_, student0_.regTime as regTime6_0_, student0_.status as status6_0_ from t_students student0_ where student0_.id=?
2015-04-30 00:06:13,499 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Recruit [NONE]: select recruit0_.id as id3_0_, recruit0_.applyNum as applyNum3_0_, recruit0_.context as context3_0_, recruit0_.employer_id as employer4_3_0_, recruit0_.endDate as endDate3_0_, recruit0_.postName as postName3_0_, recruit0_.postNum as postNum3_0_, recruit0_.releaseDate as releaseD8_3_0_, recruit0_.remarks as remarks3_0_, recruit0_.salary as salary3_0_, recruit0_.status as status3_0_, recruit0_.title as title3_0_ from t_recruits recruit0_ where recruit0_.id=?
2015-04-30 00:06:13,499 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Recruit [READ]: select recruit0_.id as id3_0_, recruit0_.applyNum as applyNum3_0_, recruit0_.context as context3_0_, recruit0_.employer_id as employer4_3_0_, recruit0_.endDate as endDate3_0_, recruit0_.postName as postName3_0_, recruit0_.postNum as postNum3_0_, recruit0_.releaseDate as releaseD8_3_0_, recruit0_.remarks as remarks3_0_, recruit0_.salary as salary3_0_, recruit0_.status as status3_0_, recruit0_.title as title3_0_ from t_recruits recruit0_ where recruit0_.id=?
2015-04-30 00:06:13,499 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Recruit [UPGRADE]: select recruit0_.id as id3_0_, recruit0_.applyNum as applyNum3_0_, recruit0_.context as context3_0_, recruit0_.employer_id as employer4_3_0_, recruit0_.endDate as endDate3_0_, recruit0_.postName as postName3_0_, recruit0_.postNum as postNum3_0_, recruit0_.releaseDate as releaseD8_3_0_, recruit0_.remarks as remarks3_0_, recruit0_.salary as salary3_0_, recruit0_.status as status3_0_, recruit0_.title as title3_0_ from t_recruits recruit0_ where recruit0_.id=? for update
2015-04-30 00:06:13,500 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Recruit [UPGRADE_NOWAIT]: select recruit0_.id as id3_0_, recruit0_.applyNum as applyNum3_0_, recruit0_.context as context3_0_, recruit0_.employer_id as employer4_3_0_, recruit0_.endDate as endDate3_0_, recruit0_.postName as postName3_0_, recruit0_.postNum as postNum3_0_, recruit0_.releaseDate as releaseD8_3_0_, recruit0_.remarks as remarks3_0_, recruit0_.salary as salary3_0_, recruit0_.status as status3_0_, recruit0_.title as title3_0_ from t_recruits recruit0_ where recruit0_.id=? for update
2015-04-30 00:06:13,500 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Recruit [FORCE]: select recruit0_.id as id3_0_, recruit0_.applyNum as applyNum3_0_, recruit0_.context as context3_0_, recruit0_.employer_id as employer4_3_0_, recruit0_.endDate as endDate3_0_, recruit0_.postName as postName3_0_, recruit0_.postNum as postNum3_0_, recruit0_.releaseDate as releaseD8_3_0_, recruit0_.remarks as remarks3_0_, recruit0_.salary as salary3_0_, recruit0_.status as status3_0_, recruit0_.title as title3_0_ from t_recruits recruit0_ where recruit0_.id=? for update
2015-04-30 00:06:13,500 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Recruit [PESSIMISTIC_READ]: select recruit0_.id as id3_0_, recruit0_.applyNum as applyNum3_0_, recruit0_.context as context3_0_, recruit0_.employer_id as employer4_3_0_, recruit0_.endDate as endDate3_0_, recruit0_.postName as postName3_0_, recruit0_.postNum as postNum3_0_, recruit0_.releaseDate as releaseD8_3_0_, recruit0_.remarks as remarks3_0_, recruit0_.salary as salary3_0_, recruit0_.status as status3_0_, recruit0_.title as title3_0_ from t_recruits recruit0_ where recruit0_.id=? lock in share mode
2015-04-30 00:06:13,500 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Recruit [PESSIMISTIC_WRITE]: select recruit0_.id as id3_0_, recruit0_.applyNum as applyNum3_0_, recruit0_.context as context3_0_, recruit0_.employer_id as employer4_3_0_, recruit0_.endDate as endDate3_0_, recruit0_.postName as postName3_0_, recruit0_.postNum as postNum3_0_, recruit0_.releaseDate as releaseD8_3_0_, recruit0_.remarks as remarks3_0_, recruit0_.salary as salary3_0_, recruit0_.status as status3_0_, recruit0_.title as title3_0_ from t_recruits recruit0_ where recruit0_.id=? for update
2015-04-30 00:06:13,500 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for entity com.heike.domain.pojo.Recruit [PESSIMISTIC_FORCE_INCREMENT]: select recruit0_.id as id3_0_, recruit0_.applyNum as applyNum3_0_, recruit0_.context as context3_0_, recruit0_.employer_id as employer4_3_0_, recruit0_.endDate as endDate3_0_, recruit0_.postName as postName3_0_, recruit0_.postNum as postNum3_0_, recruit0_.releaseDate as releaseD8_3_0_, recruit0_.remarks as remarks3_0_, recruit0_.salary as salary3_0_, recruit0_.status as status3_0_, recruit0_.title as title3_0_ from t_recruits recruit0_ where recruit0_.id=? for update
2015-04-30 00:06:13,500 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for action ACTION_MERGE on entity com.heike.domain.pojo.Recruit: select recruit0_.id as id3_0_, recruit0_.applyNum as applyNum3_0_, recruit0_.context as context3_0_, recruit0_.employer_id as employer4_3_0_, recruit0_.endDate as endDate3_0_, recruit0_.postName as postName3_0_, recruit0_.postNum as postNum3_0_, recruit0_.releaseDate as releaseD8_3_0_, recruit0_.remarks as remarks3_0_, recruit0_.salary as salary3_0_, recruit0_.status as status3_0_, recruit0_.title as title3_0_ from t_recruits recruit0_ where recruit0_.id=?
2015-04-30 00:06:13,501 [DEBUG] org.hibernate.loader.entity.EntityLoader  - Static select for action ACTION_REFRESH on entity com.heike.domain.pojo.Recruit: select recruit0_.id as id3_0_, recruit0_.applyNum as applyNum3_0_, recruit0_.context as context3_0_, recruit0_.employer_id as employer4_3_0_, recruit0_.endDate as endDate3_0_, recruit0_.postName as postName3_0_, recruit0_.postNum as postNum3_0_, recruit0_.releaseDate as releaseD8_3_0_, recruit0_.remarks as remarks3_0_, recruit0_.salary as salary3_0_, recruit0_.status as status3_0_, recruit0_.title as title3_0_ from t_recruits recruit0_ where recruit0_.id=?
2015-04-30 00:06:13,502 [DEBUG] org.hibernate.impl.SessionFactoryObjectFactory  - initializing class SessionFactoryObjectFactory
2015-04-30 00:06:13,503 [DEBUG] org.hibernate.impl.SessionFactoryObjectFactory  - registered: 8ae583bb4d05edb0014d05edb2fd0000 (unnamed)
2015-04-30 00:06:13,503 [INFO ] org.hibernate.impl.SessionFactoryObjectFactory  - Not binding factory to JNDI, no JNDI name configured
2015-04-30 00:06:13,503 [DEBUG] org.hibernate.impl.SessionFactoryImpl  - instantiated session factory
2015-04-30 00:06:13,507 [INFO ] org.hibernate.tool.hbm2ddl.SchemaUpdate  - Running hbm2ddl schema update
2015-04-30 00:06:13,507 [INFO ] org.hibernate.tool.hbm2ddl.SchemaUpdate  - fetching database metadata
2015-04-30 00:06:13,507 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Testing PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKOUT.
2015-04-30 00:06:13,508 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Test of PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKOUT has SUCCEEDED.
2015-04-30 00:06:13,508 [DEBUG] com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@1189cbb [managed: 5, unused: 4, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb)
2015-04-30 00:06:13,511 [INFO ] org.hibernate.tool.hbm2ddl.SchemaUpdate  - updating schema
2015-04-30 00:06:13,511 [DEBUG] org.hibernate.cfg.AnnotationConfiguration  - Execute first pass mapping processing
2015-04-30 00:06:13,511 [DEBUG] org.hibernate.cfg.AnnotationConfiguration  - Process hbm files
2015-04-30 00:06:13,511 [DEBUG] org.hibernate.cfg.AnnotationConfiguration  - Process annotated classes
2015-04-30 00:06:13,511 [DEBUG] org.hibernate.cfg.AnnotationConfiguration  - processing fk mappings (*ToOne and JoinedSubclass)
2015-04-30 00:06:13,511 [DEBUG] org.hibernate.cfg.Configuration  - processing extends queue
2015-04-30 00:06:13,511 [DEBUG] org.hibernate.cfg.Configuration  - processing collection mappings
2015-04-30 00:06:13,511 [DEBUG] org.hibernate.cfg.Configuration  - processing native query and ResultSetMapping mappings
2015-04-30 00:06:13,511 [DEBUG] org.hibernate.cfg.Configuration  - processing association property references
2015-04-30 00:06:13,511 [DEBUG] org.hibernate.cfg.Configuration  - processing foreign key constraints
2015-04-30 00:06:13,537 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - table found: jobs.t_dicts
2015-04-30 00:06:13,538 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - columns: [id, name, superiorid, type]
2015-04-30 00:06:13,538 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - foreign keys: []
2015-04-30 00:06:13,538 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - indexes: [primary]
2015-04-30 00:06:13,545 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - table found: jobs.t_employer_students
2015-04-30 00:06:13,545 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - columns: [id, employer_id, status, audit_date, student_id]
2015-04-30 00:06:13,545 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - foreign keys: []
2015-04-30 00:06:13,545 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - indexes: [primary]
2015-04-30 00:06:13,553 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - table found: jobs.t_employers
2015-04-30 00:06:13,553 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - columns: [totalmoney, id, authority, pwd, status, regdate, name, account, remarks, teacher, postnum, mobile]
2015-04-30 00:06:13,553 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - foreign keys: []
2015-04-30 00:06:13,553 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - indexes: [primary]
2015-04-30 00:06:13,560 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - table found: jobs.t_recruit_students
2015-04-30 00:06:13,560 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - columns: [id, employer_id, applydate, status, student_id, recruit_id]
2015-04-30 00:06:13,560 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - foreign keys: []
2015-04-30 00:06:13,560 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - indexes: [primary]
2015-04-30 00:06:13,568 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - table found: jobs.t_recruits
2015-04-30 00:06:13,568 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - columns: [id, employer_id, title, status, postname, context, remarks, releasedate, salary, enddate, postnum, applynum]
2015-04-30 00:06:13,568 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - foreign keys: []
2015-04-30 00:06:13,568 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - indexes: [primary]
2015-04-30 00:06:13,575 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - table found: jobs.t_salaries
2015-04-30 00:06:13,575 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - columns: [id, employer_id, status, student_id, month, remarks, bonus, salary, date, worktime, toolfee]
2015-04-30 00:06:13,575 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - foreign keys: []
2015-04-30 00:06:13,575 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - indexes: [primary]
2015-04-30 00:06:13,582 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - table found: jobs.t_students
2015-04-30 00:06:13,583 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - columns: [id, regtime, pwd, num, status, email, collegeid, name, introduce, gender, professionid, mobile]
2015-04-30 00:06:13,583 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - foreign keys: []
2015-04-30 00:06:13,583 [INFO ] org.hibernate.tool.hbm2ddl.TableMetadata  - indexes: [primary]
2015-04-30 00:06:13,583 [DEBUG] org.hibernate.id.factory.DefaultIdentifierGeneratorFactory  - Setting dialect [org.hibernate.dialect.MySQL5InnoDBDialect]
2015-04-30 00:06:13,583 [DEBUG] org.hibernate.id.factory.DefaultIdentifierGeneratorFactory  - Setting dialect [org.hibernate.dialect.MySQL5InnoDBDialect]
2015-04-30 00:06:13,583 [DEBUG] org.hibernate.id.factory.DefaultIdentifierGeneratorFactory  - Setting dialect [org.hibernate.dialect.MySQL5InnoDBDialect]
2015-04-30 00:06:13,583 [DEBUG] org.hibernate.id.factory.DefaultIdentifierGeneratorFactory  - Setting dialect [org.hibernate.dialect.MySQL5InnoDBDialect]
2015-04-30 00:06:13,583 [DEBUG] org.hibernate.id.factory.DefaultIdentifierGeneratorFactory  - Setting dialect [org.hibernate.dialect.MySQL5InnoDBDialect]
2015-04-30 00:06:13,583 [DEBUG] org.hibernate.id.factory.DefaultIdentifierGeneratorFactory  - Setting dialect [org.hibernate.dialect.MySQL5InnoDBDialect]
2015-04-30 00:06:13,583 [DEBUG] org.hibernate.id.factory.DefaultIdentifierGeneratorFactory  - Setting dialect [org.hibernate.dialect.MySQL5InnoDBDialect]
2015-04-30 00:06:13,583 [INFO ] org.hibernate.tool.hbm2ddl.SchemaUpdate  - schema update complete
2015-04-30 00:06:13,584 [DEBUG] com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@1189cbb [managed: 5, unused: 4, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb)
2015-04-30 00:06:13,588 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Testing PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKIN.
